STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,1994,,15,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,1995,,15,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,1996,,16,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,1997,,17,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,1998,,22,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,1999,,24,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2000,,25,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2001,,25,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2002,,26,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2003,,27,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2004,,27,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2005,,28,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2006,,28,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2007,,28,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2008,,30,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2009,,32,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2010,,33,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2011,,35,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2012,,37,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2013,,40,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2014,,41,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2015,,44,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2016,,51,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2017,,51,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2018,,51,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2019,,51,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2020,,53,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2021,,54,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2022,,54,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2023,,54,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2024,,54,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2025,,54,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,WS,Samoa,2026,,54,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1952,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1953,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1954,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1955,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1956,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1957,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1958,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1959,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1960,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1961,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1962,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1963,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1964,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1965,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1966,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1967,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1968,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1969,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1970,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1971,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1972,,2,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1973,,3,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1974,,3,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1975,,3,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1976,,3,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1977,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1978,,4,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1979,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1980,,5,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1981,,8,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1982,,9,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1983,,10,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1984,,10,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1985,,10,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1986,,10,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1987,,11,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1988,,12,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1989,,14,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1990,,18,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1991,,18,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1992,,20,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1993,,21,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1994,,23,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1995,,25,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1996,,25,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1997,,27,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1998,,29,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,1999,,29,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2000,,31,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2001,,31,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2002,,31,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2003,,31,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2004,,33,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2005,,35,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2006,,37,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2007,,39,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2008,,41,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2009,,47,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2010,,55,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2011,,57,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2012,,61,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2013,,63,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2014,,67,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2015,,70,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2016,,72,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2017,,74,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2018,,78,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,FISH_MNGT_MULT_BILAT_ARGMT,Fisheries management measures in place and multilateral and bilateral fisheries management arrangements,SB,Solomon Islands,2019,,81,,,,N,units,,,,,N,National,,
